Data Source;Indicadores del desarrollo mundial;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15;_16;_17;_18;_19;_20;_21;_22;_23;_24;_25;_26;_27;_28;_29;_30;_31;_32;_33;_34;_35;_36;_37;_38;_39;_40;_41;_42;_43;_44;_45;_46;_47;_48;_49;_50;_51;_52;_53;_54;_55;_56;_57;_58;_59;_60;_61;_62;_63;_64
Equatorial Guinea;GNQ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Greece;GRC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grenade;GRD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.166666667;3.333333333;3;3;3;3.166666667;3.333333333;3;2.666666667;2.66667;3;3.16667;3.166666667;3.166666667;3.666667;3.666666667;3.833333;
Greenland;GRL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guatemala;GTM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guam;GUM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guyana;GUY;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.666666667;3.666666667;3.7;3.5;3.666666667;3.666666667;3.666666667;3.666666667;3.66667;3.66667;3.66667;3.666666667;3.5;3.5;3.5;3.5;
High income;HIC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hong Kong, special administrative region;HKG;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Honduras;HND;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.333333333;4.166666667;3.833333333;3.7;3.5;3.666666667;3.666666667;3.5;3;3.16667;3.5;3.66667;3.666666667;3.666666667;3.666667;3.666666667;3.5;
Very indebted poor countries (ppme);HPC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.351851852;3.362162162;3.387387387;3.402702703;3.394736842;3.403508772;3.438596491;3.434210526;3.385964912;3.372807281;3.337719474;3.274774955;3.236842105;3.238738739;3.214912289;3.219298246;3.220720703;
Croatia;HRV;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haiti;HTI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3.166666667;3.166666667;3.2;3.333333333;3.333333333;3.333333333;3.333333333;3.166666667;3.16667;3.5;3.33333;3.5;3;3;3;3;
Hungary;HUN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Only birf;IBD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.928571429;4.038095238;4.060606061;4;3.954545455;3.909090909;3.85;3.866666667;3.833333333;3.566668;3.400000667;3.25;3.416666667;3.583333333;3.388889;;;
BIRF and AIF;IBT;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.546052632;3.547435897;3.551111111;3.541333333;3.538961039;3.525974026;3.495726496;3.445833333;3.411522634;3.355262982;3.315789474;3.246575571;3.216216216;3.219178082;3.235555604;3.223744292;3.215277806;
Total AIF;IDA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.459677419;3.440104167;3.463541667;3.4625;3.46969697;3.462121212;3.443627451;3.385714286;3.352112676;3.340375305;3.309859108;3.246479108;3.210648148;3.208920188;3.229166713;3.223744292;3.215277806;
AIF mixture;IDB;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.502380952;3.523809524;3.464285714;3.571428571;3.547619048;3.571428571;3.595238095;3.55952381;3.523809286;3.464285476;3.369048333;3.25;3.238095238;3.380952429;3.366666667;3.400000067;
Indonesia;IDN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.333333333;4.333333333;;;;;;;;;;;;;;;;
Only AIF;IDX;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.448979592;3.422666667;3.446666667;3.462;3.442307692;3.439102564;3.410493827;3.333333333;3.301169591;3.295321345;3.271929825;3.216374386;3.201149425;3.201754386;3.192528782;3.186781609;3.166666684;
MAN ISLAND;IMN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4.166666667;4.166666667;4.2;4;4;4;4;4;;;;;;;;;
Not qualified;INX;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iran, Islamic Republic of;IRN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iraq;IRQ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Iceland;ISL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Israel;ISR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Italy;ITA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jamaica;JAM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jordan;JOR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Japan;JPN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kazakhstan;KAZ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenya;KEN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.166666667;4.166666667;4.166666667;4;4.166666667;4.166666667;4.166666667;4.5;4.5;4.33333;4.33333;4.333333333;4;4;4;4;4;
Kyrguistan;KGZ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4.166666667;4.2;4.166666667;4.166666667;4.166666667;4;3.833333333;3.83333;3.83333;3.83333;3.666666667;3.666666667;3.666667;3.666666667;3.833333;
Cambodia;KHM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.5;3.666666667;3.8;3.833333333;4;3.833333333;3.833333333;3.833333333;3.83333;4;4;4;4.166666667;4.166667;4.166666667;4.166667;
Kiribati;KIR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.166666667;3.166666667;3.2;3.5;3;3;2.666666667;2.666666667;2.66667;2.666666667;2.66667;2.833333333;2.666666667;2.666667;2.666666667;2.666667;
Saint Kitts and Nevis;KNA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Republic of;KOR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kuwait;KWT;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latin America and the Caribbean (excluded high income);LAC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.740740741;3.8;3.722222222;3.688888889;3.648148148;3.703703704;3.685185185;3.611111111;3.462962963;3.444445556;3.500001111;3.458335;3.479166667;3.395833333;3.583333375;3.604166667;3.604166625;
Lao People's Democratic Republic;LAO;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.666666667;3.833333333;4;3.666666667;3.666666667;3.666666667;3.666666667;3.333333333;3.33333;3.333333333;3;3;3;2.666667;2.666666667;2.666667;
Lebanon;LBN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liberia;LBR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.166666667;3.333333333;3.5;3.5;3.5;3.5;3.5;3.5;3.5;3.166666667;3;3.166666667;3.166667;
Libya;LBY;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
St. Lucia;LCA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;3.7;3.666666667;3.666666667;3.5;3.5;3.166666667;3;3;3;3;3;3.333333;3.5;3.5;
Latin America and the Caribbean;LCN;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.740740741;3.8;3.722222222;3.688888889;3.648148148;3.703703704;3.685185185;3.611111111;3.462962963;3.444445556;3.500001111;3.458335;3.479166667;3.395833333;3.583333375;3.604166667;3.604166625;
Less developed countries: United Nations Classification;LDC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.371794872;3.356097561;3.398373984;3.417073171;3.400793651;3.400793651;3.392857143;3.314393939;3.288888889;3.295454091;3.242424091;3.170454394;3.137037037;3.136363636;3.111111163;3.107407407;3.075757636;
Low -income countries;LIC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.295454545;3.292753623;3.326086957;3.360869565;3.333333333;3.347222222;3.354166667;3.266666667;3.22;3.213333067;3.1133332;3.0133332;2.935897436;2.973333333;2.935897423;2.929487179;2.94;
Liechtenstein;LIE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sri Lanka;LKA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.2;3;3;3.166666667;3.166666667;3.166666667;3.166666667;3.166666667;3.16667;2.83333;;;;3;;;
Medium -low -low -income countries;LMC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.575;3.579674797;3.579166667;3.56;3.608333333;3.5875;3.56097561;3.556910569;3.51984127;3.49583325;3.479166667;3.427928288;3.418918919;3.391891892;3.403508877;3.421296296;3.379629694;
Medium and low income;LMY;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.546052632;3.547435897;3.551111111;3.541333333;3.538961039;3.525974026;3.495726496;3.445833333;3.411522634;3.355262982;3.315789474;3.246575571;3.216216216;3.219178082;3.235555604;3.223744292;3.215277806;
Lesotho;LSO;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;4;3.833333333;3.666666667;3.666666667;3.666666667;3.33333;3.16667;3.166666667;3.333333333;3.166666667;3.166666667;3.166666667;3.166667;
Advanced demographic dividend;LTE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.987179487;4.043589744;4.075757576;4.009090909;3.954545455;3.924242424;3.866666667;3.85;3.766666667;3.45833375;3.395832917;3.361111667;3.388888889;3.444444444;3.476190571;3.5;3.5333334;
Lithuania;LTU;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luxembourg;LUX;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Latvia;LVA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Macao Special Administrative Region, China;MAC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Martín Island (French part);MAF;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monaco;MCO;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Republic of Moldova;MDA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;4;4;4;3.666666667;3.666666667;3.666666667;3.833333333;4;4;4;4;4;4;4;;;
Madagascar;MDG;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.5;3.666666667;3.8;3.666666667;3.5;3.5;3.5;3.5;3.666666667;3.66667;3.666666667;3.666666667;3.666666667;3.666666667;3.666666667;3.666667;
Maldives;MDV;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.833333333;3;2.833333333;2.5;2.5;2.333333333;2.333333333;2.166666667;2.166666667;2.33333;2.33333;2.5;2.666666667;2.666666667;2.833333;2.5;2.333333;
Middle East and North Africa;MEA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.25;3.166666667;3.25;3.083333333;3.083333333;3;3.166666667;3.166666667;3.083335;2.916665;2.666665;2.5;2.5;2.5;2.333333333;2.0833335;
Mexico;MEX;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Marshall Islands;MHL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.333333333;2.333333333;2.333333333;2.33333;2.333333333;2.33333;2.333333333;2.5;2.5;2.5;2.5;
Medium income;MIC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.648148148;3.653939394;3.650641026;3.621153846;3.632075472;3.606918239;3.558641975;3.527272727;3.49702381;3.424836471;3.415032745;3.368055972;3.368055556;3.347222222;3.394557905;3.386524823;3.36170217;
Macedonia del Norte;MKD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mali;MLI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.333333333;4.333333333;4.333333333;4.3;4.333333333;4.166666667;4.166666667;3.833333333;3.833333333;3.666666667;3.83333;3.833333333;4;4;4;3.833333333;3.833333;
malt;MLT;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Myanmar;MMR;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.666666667;3.66667;3.66667;3.66667;3.666666667;3.666666667;3.666667;3.666666667;2.5;
Middle East and North Africa (excluded high income);MNA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.25;3.166666667;3.25;3.083333333;3.083333333;3;3.166666667;3.166666667;3.083335;2.916665;2.666665;2.5;2.5;2.5;2.333333333;2.0833335;
Montenegro;MNE;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mongolia;MNG;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5;3.333333333;3.166666667;2.8;3.166666667;3.333333333;3.5;3.333333333;3;2.66667;2.833333333;2.5;2.833333333;3.166666667;3.166667;;;
Mariana;MNP;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.166666667;4.166666667;4.166666667;4.3;4.5;4.5;4.5;4.5;4.166666667;4.16667;3.833333333;3;2.833333333;3;2.833333333;3;3;
Mauritania;MRT;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.833333333;3.333333333;3.5;3.5;3.166666667;3.333333333;3.333333333;3.333333333;3.5;3.666666667;3.5;3.5;3.5;3.5;3.5;3.5;3.5;
Mauricio;MUS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MALOWI;MWI;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3.166666667;3.333333333;3.3;3.166666667;3.166666667;3.166666667;3;3;3;2.83333;2.833333333;3;2.833333333;2.833333333;2.833333333;2.5;
Malaysia;MYS;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
North America;NAC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Namibia;NAM;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
New Caledonia;NCL;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.333333333;3.666666667;3.666666667;3.7;3.833333333;3.833333333;3.833333333;4;4;3.833333333;3.833333333;3.666666667;3.666666667;3.833333333;3.833333333;3.833333333;3.833333;
Nigeria;NGA;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.833333333;4;4.333333333;4.3;4.333333333;4.166666667;4;4.333333333;4.5;4.333333333;3.83333;3.5;3.333333333;3.333333333;3.333333333;3.5;3.5;
Nicaragua;NIC;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4.166666667;4.166666667;4.2;4.166666667;4.166666667;4.166666667;4.166666667;4.166666667;4.16667;4.16667;4.16667;4.166666667;4;4;4;4;
Netherlands;NLD;Promedio grupal de gestión económica de la CPIA (1=bajo a 6=alto);IQ.CPA.ECON.XQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
